OrderID,OrderDate,CustomerID,ProductID,WarehouseID,CarrierID,Quantity,UnitPrice,UnitCost,DiscountRate,GrossRevenue,NetRevenue,COGS,ShippingCost,Profit,TransitDays,PromisedDays,IsLate
ORD-00000153,2023-09-05,CUST-020637,PROD-1427,WH-CA-EAST-1,CAR-06,5,644.75,489.56,0.0,3223.75,3223.75,2447.8,39.31,736.64,3,3,0
ORD-00000154,2025-02-02,CUST-005934,PROD-1972,WH-APAC-SYD-1,CAR-04,11,880.61,396.54,0.05,9686.71,9202.37,4361.94,23.71,4816.72,6,6,0
ORD-00000155,2024-03-24,CUST-013764,PROD-0863,WH-APAC-SING-1,CAR-05,10,1612.22,738.88,0.0,16122.2,16122.2,7388.8,40.86,8692.54,6,6,0
ORD-00000156,2023-10-14,CUST-024777,PROD-1387,WH-UK-LOND-1,CAR-08,2,502.17,407.06,0.05,1004.34,954.12,814.12,44.13,95.87,7,7,0
ORD-00000157,2023-10-15,CUST-023941,PROD-0876,WH-EU-CENT-1,CAR-07,10,537.84,422.69,0.2,5378.4,4302.72,4226.9,20.05,55.77,4,4,0
ORD-00000158,2023-08-25,CUST-003896,PROD-1434,WH-US-WEST-1,CAR-07,8,1374.1,814.98,0.05,10992.8,10443.16,6519.84,33.17,3890.15,2,1,1
ORD-00000159,2023-06-25,CUST-004441,PROD-0933,WH-APAC-SYD-1,CAR-08,5,461.72,294.67,0.15,2308.6,1962.31,1473.35,26.37,462.59,6,6,0
ORD-00000160,2024-09-10,CUST-002464,PROD-0956,WH-APAC-OSAK-1,CAR-07,4,1130.26,545.01,0.0,4521.04,4521.04,2180.04,14.94,2326.06,3,4,0
ORD-00000161,2023-01-05,CUST-018529,PROD-0108,WH-APAC-SING-1,CAR-07,1,1248.59,604.94,0.0,1248.59,1248.59,604.94,26.23,617.42,5,5,0
ORD-00000162,2025-05-30,CUST-022482,PROD-1211,WH-US-EAST-1,CAR-06,3,433.98,255.53,0.15,1301.94,1106.65,766.59,37.71,302.35,1,2,0
ORD-00000163,2025-11-28,CUST-008813,PROD-0516,WH-CA-EAST-1,CAR-08,3,1586.2,779.46,0.0,4758.6,4758.6,2338.38,23.77,2396.45,7,7,0
ORD-00000164,2023-12-14,CUST-006884,PROD-0440,WH-UK-MANC-1,CAR-05,1,1327.12,765.88,0.2,1327.12,1061.7,765.88,8.72,287.1,1,1,0
ORD-00000165,2025-08-01,CUST-001778,PROD-0288,WH-CA-EAST-1,CAR-06,9,1352.97,747.65,0.0,12176.73,12176.73,6728.85,39.56,5408.32,4,4,0
ORD-00000166,2025-02-11,CUST-003881,PROD-0607,WH-US-EAST-1,CAR-08,3,1698.2,926.2,0.0,5094.6,5094.6,2778.6,26.46,2289.54,3,3,0
ORD-00000167,2024-01-15,CUST-023069,PROD-0047,WH-CA-EAST-1,CAR-02,1,433.47,209.02,0.05,433.47,411.8,209.02,41.46,161.32,5,5,0
ORD-00000168,2024-08-27,CUST-013671,PROD-0482,WH-APAC-MELB-1,CAR-02,5,559.55,316.09,0.0,2797.75,2797.75,1580.45,19.75,1197.55,6,6,0
ORD-00000169,2025-07-12,CUST-013167,PROD-1719,WH-US-WEST-1,CAR-01,4,622.83,419.79,0.0,2491.32,2491.32,1679.16,45.68,766.48,1,1,0
ORD-00000170,2024-08-10,CUST-017517,PROD-0788,WH-APAC-MELB-1,CAR-02,8,1336.43,696.95,0.0,10691.44,10691.44,5575.6,15.6,5100.24,6,6,0
ORD-00000171,2025-04-21,CUST-014859,PROD-0483,WH-US-EAST-1,CAR-04,6,1079.25,495.27,0.0,6475.5,6475.5,2971.62,29.1,3474.78,6,7,0
ORD-00000172,2025-03-12,CUST-017339,PROD-0049,WH-EU-CENT-1,CAR-02,8,2056.57,929.98,0.0,16452.56,16452.56,7439.84,16.25,8996.47,4,4,0
ORD-00000173,2025-01-21,CUST-014431,PROD-0397,WH-EU-WEST-1,CAR-07,8,56.17,43.35,0.05,449.36,426.89,346.8,8.95,71.14,5,5,0
ORD-00000174,2023-07-21,CUST-016516,PROD-1167,WH-US-WEST-2,CAR-04,9,323.51,206.17,0.0,2911.59,2911.59,1855.53,13.29,1042.77,4,4,0
ORD-00000175,2023-05-25,CUST-000605,PROD-1434,WH-APAC-TYO-1,CAR-07,3,1374.1,814.98,0.0,4122.3,4122.3,2444.94,44.2,1633.16,5,5,0
ORD-00000176,2023-07-15,CUST-004662,PROD-0764,WH-US-EAST-2,CAR-06,6,927.8,680.73,0.05,5566.8,5288.46,4084.38,28.85,1175.23,7,7,0
ORD-00000177,2024-03-12,CUST-023794,PROD-1778,WH-UK-LOND-1,CAR-05,3,327.32,251.68,0.0,981.96,981.96,755.04,23.31,203.61,2,2,0
ORD-00000178,2023-01-11,CUST-017785,PROD-1038,WH-UK-MANC-1,CAR-01,3,72.96,48.71,0.0,218.88,218.88,146.13,16.36,56.39,3,3,0
ORD-00000179,2025-01-30,CUST-011459,PROD-0732,WH-CA-EAST-1,CAR-06,3,1322.7,695.87,0.05,3968.1,3769.7,2087.61,43.9,1638.18,7,7,0
ORD-00000180,2023-10-20,CUST-012546,PROD-1318,WH-US-EAST-1,CAR-01,11,1171.87,543.98,0.0,12890.57,12890.57,5983.78,28.78,6878.01,3,3,0
ORD-00000181,2025-05-23,CUST-011086,PROD-0691,WH-APAC-OSAK-1,CAR-03,2,1321.53,606.58,0.15,2643.06,2246.6,1213.16,44.57,988.87,3,3,0
ORD-00000182,2023-12-01,CUST-006448,PROD-0171,WH-APAC-MELB-1,CAR-08,9,1287.54,852.48,0.05,11587.86,11008.47,7672.32,25.29,3310.86,5,5,0
ORD-00000183,2024-04-16,CUST-002549,PROD-0111,WH-APAC-SYD-1,CAR-05,11,168.64,91.69,0.15,1855.04,1576.78,1008.59,11.39,556.8,2,2,0
ORD-00000184,2024-02-25,CUST-014916,PROD-1469,WH-EU-CENT-1,CAR-03,9,1046.75,505.16,0.0,9420.75,9420.75,4546.44,22.94,4851.37,5,4,1
ORD-00000185,2024-09-02,CUST-012076,PROD-1661,WH-UK-MANC-1,CAR-03,9,55.45,35.94,0.05,499.05,474.1,323.46,32.75,117.89,4,4,0
ORD-00000186,2025-09-27,CUST-022144,PROD-0469,WH-UK-LOND-1,CAR-04,1,493.99,293.58,0.0,493.99,493.99,293.58,14.29,186.12,6,6,0
ORD-00000187,2023-03-22,CUST-001886,PROD-1710,WH-APAC-SYD-1,CAR-05,9,597.1,405.13,0.0,5373.9,5373.9,3646.17,23.77,1703.96,7,7,0
ORD-00000188,2024-05-16,CUST-000339,PROD-0064,WH-APAC-SYD-1,CAR-08,10,435.65,254.64,0.05,4356.5,4138.68,2546.4,24.7,1567.58,5,5,0
ORD-00000189,2025-08-23,CUST-005804,PROD-0822,WH-US-CENT-1,CAR-07,2,1327.24,949.24,0.15,2654.48,2256.31,1898.48,37.96,319.87,6,6,0
ORD-00000190,2023-07-17,CUST-006559,PROD-0869,WH-US-CENT-1,CAR-05,1,1086.46,754.11,0.0,1086.46,1086.46,754.11,27.5,304.85,1,2,0
ORD-00000191,2023-01-02,CUST-000911,PROD-1432,WH-APAC-SING-1,CAR-07,1,455.18,218.03,0.05,455.18,432.42,218.03,21.87,192.52,2,1,1
ORD-00000192,2024-05-18,CUST-020381,PROD-0667,WH-US-EAST-1,CAR-02,8,1946.8,944.78,0.05,15574.4,14795.68,7558.24,29.35,7208.09,3,3,0
ORD-00000193,2024-12-07,CUST-014403,PROD-0178,WH-APAC-SYD-1,CAR-04,5,108.87,86.67,0.0,544.35,544.35,433.35,7.58,103.42,4,5,0
ORD-00000194,2023-08-06,CUST-013011,PROD-1555,WH-US-EAST-2,CAR-04,7,170.87,132.73,0.0,1196.09,1196.09,929.11,38.45,228.53,4,4,0
ORD-00000195,2025-07-19,CUST-020655,PROD-0191,WH-US-EAST-2,CAR-06,7,334.09,206.5,0.0,2338.63,2338.63,1445.5,20.31,872.82,5,5,0
ORD-00000196,2025-07-31,CUST-024404,PROD-0983,WH-APAC-SYD-1,CAR-01,7,1439.67,937.66,0.05,10077.69,9573.81,6563.62,30.37,2979.82,2,2,0
ORD-00000197,2024-12-19,CUST-005501,PROD-1792,WH-EU-WEST-1,CAR-08,7,1274.21,866.21,0.1,8919.47,8027.52,6063.47,37.46,1926.59,3,3,0
ORD-00000198,2025-11-29,CUST-004615,PROD-1907,WH-APAC-SING-1,CAR-02,4,403.16,317.73,0.15,1612.64,1370.74,1270.92,36.82,63.0,2,2,0
ORD-00000199,2024-07-02,CUST-000897,PROD-1771,WH-CA-EAST-1,CAR-02,8,339.51,205.37,0.05,2716.08,2580.28,1642.96,10.03,927.29,4,4,0
ORD-00000200,2024-04-30,CUST-008425,PROD-0451,WH-US-CENT-1,CAR-04,1,1241.52,655.15,0.0,1241.52,1241.52,655.15,40.52,545.85,2,2,0
ORD-00000201,2025-04-26,CUST-002759,PROD-1057,WH-US-CENT-1,CAR-08,10,511.03,294.76,0.1,5110.3,4599.27,2947.6,26.5,1625.17,3,3,0
ORD-00000202,2023-07-23,CUST-009017,PROD-0984,WH-US-CENT-1,CAR-02,3,969.54,608.87,0.0,2908.62,2908.62,1826.61,5.0,1077.01,7,8,0
ORD-00000203,2025-01-12,CUST-024701,PROD-1174,WH-APAC-OSAK-1,CAR-04,4,1190.41,706.27,0.0,4761.64,4761.64,2825.08,16.21,1920.35,4,4,0
ORD-00000204,2024-03-25,CUST-011849,PROD-0092,WH-US-WEST-1,CAR-07,11,484.06,348.96,0.0,5324.66,5324.66,3838.56,5.74,1480.36,2,1,1
ORD-00000205,2025-02-06,CUST-000698,PROD-0471,WH-CA-EAST-1,CAR-04,5,1005.18,740.62,0.15,5025.9,4272.01,3703.1,40.64,528.27,1,1,0
ORD-00000206,2023-10-27,CUST-016155,PROD-0904,WH-EU-WEST-1,CAR-05,5,1349.04,930.43,0.0,6745.2,6745.2,4652.15,28.8,2064.25,7,7,0
ORD-00000207,2024-08-20,CUST-017446,PROD-0683,WH-US-WEST-1,CAR-08,11,1748.92,884.78,0.1,19238.12,17314.31,9732.58,33.4,7548.33,6,6,0
ORD-00000208,2024-01-22,CUST-000248,PROD-1161,WH-APAC-SING-1,CAR-07,9,1421.38,867.61,0.0,12792.42,12792.42,7808.49,27.55,4956.38,7,7,0
ORD-00000209,2025-07-19,CUST-010199,PROD-1021,WH-EU-WEST-1,CAR-01,1,147.41,82.65,0.15,147.41,125.3,82.65,44.8,-2.15,6,6,0
ORD-00000210,2025-11-02,CUST-001920,PROD-1640,WH-EU-CENT-1,CAR-08,6,489.84,301.4,0.05,2939.04,2792.09,1808.4,8.09,975.6,1,1,0
ORD-00000211,2025-10-06,CUST-001612,PROD-1419,WH-US-EAST-2,CAR-05,6,902.02,482.04,0.0,5412.12,5412.12,2892.24,15.28,2504.6,6,6,0
ORD-00000212,2024-06-14,CUST-024717,PROD-0849,WH-APAC-MELB-1,CAR-03,1,335.42,253.48,0.0,335.42,335.42,253.48,43.97,37.97,6,5,1
ORD-00000213,2023-02-21,CUST-004193,PROD-1749,WH-APAC-MELB-1,CAR-05,11,1228.65,828.6,0.0,13515.15,13515.15,9114.6,36.42,4364.13,3,3,0
ORD-00000214,2025-04-16,CUST-022159,PROD-1278,WH-UK-LOND-1,CAR-01,9,351.1,240.89,0.0,3159.9,3159.9,2168.01,6.4,985.49,1,1,0
ORD-00000215,2023-03-01,CUST-003664,PROD-1688,WH-APAC-SING-1,CAR-08,11,167.32,117.01,0.0,1840.52,1840.52,1287.11,27.76,525.65,7,8,0
ORD-00000216,2023-09-15,CUST-011520,PROD-1208,WH-US-EAST-2,CAR-07,9,1258.46,744.63,0.0,11326.14,11326.14,6701.67,7.11,4617.36,1,1,0
ORD-00000217,2023-10-14,CUST-001378,PROD-0332,WH-EU-CENT-1,CAR-03,9,374.3,187.6,0.15,3368.7,2863.4,1688.4,23.96,1151.04,1,1,0
ORD-00000218,2023-12-23,CUST-014314,PROD-0238,WH-US-EAST-2,CAR-03,8,1029.81,652.28,0.05,8238.48,7826.56,5218.24,36.35,2571.97,4,4,0
ORD-00000219,2025-09-21,CUST-023540,PROD-1980,WH-APAC-SYD-1,CAR-01,2,1325.69,683.66,0.0,2651.38,2651.38,1367.32,40.03,1244.03,2,2,0
ORD-00000220,2025-09-25,CUST-023003,PROD-0593,WH-APAC-TYO-1,CAR-08,1,665.06,382.54,0.15,665.06,565.3,382.54,34.22,148.54,2,2,0
ORD-00000221,2023-08-28,CUST-002864,PROD-0344,WH-APAC-OSAK-1,CAR-05,3,1162.03,879.54,0.1,3486.09,3137.48,2638.62,47.19,451.67,2,2,0
ORD-00000222,2023-02-18,CUST-009743,PROD-1796,WH-APAC-OSAK-1,CAR-08,2,1855.63,883.65,0.15,3711.26,3154.57,1767.3,34.45,1352.82,3,3,0
ORD-00000223,2023-06-28,CUST-014179,PROD-0696,WH-US-WEST-1,CAR-02,11,1187.64,813.89,0.0,13064.04,13064.04,8952.79,18.57,4092.68,6,7,0
ORD-00000224,2025-02-05,CUST-011632,PROD-1401,WH-UK-MANC-1,CAR-07,3,1398.32,724.33,0.0,4194.96,4194.96,2172.99,30.85,1991.12,3,3,0
ORD-00000225,2023-09-25,CUST-021015,PROD-1978,WH-US-WEST-2,CAR-01,7,1542.51,861.8,0.2,10797.57,8638.06,6032.6,14.64,2590.82,4,4,0
ORD-00000226,2024-08-02,CUST-002313,PROD-0496,WH-US-EAST-2,CAR-04,9,1429.93,833.65,0.05,12869.37,12225.9,7502.85,24.31,4698.74,6,6,0
ORD-00000227,2023-04-07,CUST-008497,PROD-1749,WH-UK-MANC-1,CAR-07,4,1228.65,828.6,0.0,4914.6,4914.6,3314.4,47.97,1552.23,2,2,0
ORD-00000228,2023-07-05,CUST-004880,PROD-1918,WH-UK-MANC-1,CAR-03,9,27.75,22.7,0.0,249.75,249.75,204.3,21.74,23.71,4,5,0
ORD-00000229,2024-12-28,CUST-017696,PROD-1926,WH-US-WEST-2,CAR-03,7,1313.39,783.44,0.15,9193.73,7814.67,5484.08,18.6,2311.99,5,5,0
ORD-00000230,2025-09-04,CUST-011033,PROD-1510,WH-APAC-TYO-1,CAR-04,11,1020.35,614.66,0.15,11223.85,9540.27,6761.26,43.81,2735.2,2,2,0
ORD-00000231,2025-12-30,CUST-012126,PROD-1704,WH-UK-MANC-1,CAR-01,7,581.95,359.76,0.1,4073.65,3666.29,2518.32,22.95,1125.02,7,7,0
ORD-00000232,2024-01-19,CUST-007843,PROD-1980,WH-EU-CENT-1,CAR-04,5,1325.69,683.66,0.0,6628.45,6628.45,3418.3,5.67,3204.48,1,1,0
ORD-00000233,2024-08-25,CUST-020781,PROD-1976,WH-US-WEST-1,CAR-04,7,1569.21,729.37,0.15,10984.47,9336.8,5105.59,8.37,4222.84,6,6,0
ORD-00000234,2024-01-15,CUST-008328,PROD-0662,WH-EU-WEST-1,CAR-01,2,539.33,334.49,0.0,1078.66,1078.66,668.98,23.73,385.95,4,4,0
ORD-00000235,2025-12-15,CUST-006632,PROD-1996,WH-US-EAST-2,CAR-06,1,264.52,208.2,0.15,264.52,224.84,208.2,34.56,-17.92,1,1,0
ORD-00000236,2025-01-06,CUST-019697,PROD-0195,WH-CA-EAST-1,CAR-03,11,200.04,146.67,0.05,2200.44,2090.42,1613.37,17.71,459.34,7,7,0
ORD-00000237,2024-04-10,CUST-019236,PROD-0461,WH-CA-EAST-1,CAR-05,6,47.65,35.7,0.0,285.9,285.9,214.2,27.51,44.19,1,1,0
ORD-00000238,2024-02-29,CUST-019417,PROD-1316,WH-EU-CENT-1,CAR-05,4,1011.44,523.32,0.05,4045.76,3843.47,2093.28,28.42,1721.77,1,1,0
ORD-00000239,2024-08-06,CUST-018791,PROD-1754,WH-UK-LOND-1,CAR-06,6,982.36,652.19,0.0,5894.16,5894.16,3913.14,33.2,1947.82,6,6,0
ORD-00000240,2025-01-30,CUST-003066,PROD-1463,WH-EU-CENT-1,CAR-08,4,266.59,159.85,0.0,1066.36,1066.36,639.4,27.37,399.59,1,0,1
ORD-00000241,2025-04-19,CUST-024004,PROD-1868,WH-APAC-TYO-1,CAR-02,2,941.88,725.72,0.1,1883.76,1695.38,1451.44,20.91,223.03,4,5,0
ORD-00000242,2024-11-28,CUST-014991,PROD-0811,WH-APAC-MELB-1,CAR-07,6,948.06,712.09,0.05,5688.36,5403.94,4272.54,24.7,1106.7,7,7,0
ORD-00000243,2024-07-09,CUST-011360,PROD-0956,WH-APAC-MELB-1,CAR-06,10,1130.26,545.01,0.05,11302.6,10737.47,5450.1,14.55,5272.82,3,3,0
ORD-00000244,2023-09-26,CUST-007887,PROD-1303,WH-EU-WEST-1,CAR-03,5,286.45,174.25,0.15,1432.25,1217.41,871.25,35.92,310.24,1,1,0
ORD-00000245,2025-05-18,CUST-013660,PROD-0383,WH-US-EAST-2,CAR-08,4,377.62,248.51,0.0,1510.48,1510.48,994.04,10.57,505.87,3,3,0
ORD-00000246,2024-09-29,CUST-008323,PROD-1573,WH-UK-LOND-1,CAR-05,11,758.1,482.0,0.0,8339.1,8339.1,5302.0,46.07,2991.03,3,3,0
ORD-00000247,2024-06-27,CUST-000627,PROD-0484,WH-CA-EAST-1,CAR-02,5,896.84,431.02,0.1,4484.2,4035.78,2155.1,14.0,1866.68,5,5,0
ORD-00000248,2023-02-25,CUST-016672,PROD-0106,WH-APAC-MELB-1,CAR-02,1,174.74,98.01,0.05,174.74,166.0,98.01,32.48,35.51,1,1,0
ORD-00000249,2025-08-15,CUST-005887,PROD-0643,WH-EU-CENT-1,CAR-08,2,241.97,165.63,0.0,483.94,483.94,331.26,36.83,115.85,3,3,0
ORD-00000250,2024-07-04,CUST-019092,PROD-0149,WH-UK-MANC-1,CAR-03,1,1716.45,937.01,0.1,1716.45,1544.8,937.01,21.98,585.82,6,5,1
ORD-00000251,2024-08-14,CUST-002104,PROD-0878,WH-APAC-MELB-1,CAR-03,2,840.67,499.61,0.0,1681.34,1681.34,999.22,31.55,650.57,3,3,0
ORD-00000252,2025-08-21,CUST-002382,PROD-1846,WH-APAC-MELB-1,CAR-04,2,1341.54,822.23,0.15,2683.08,2280.62,1644.46,27.9,608.26,6,6,0
ORD-00000253,2023-10-05,CUST-001635,PROD-1126,WH-UK-MANC-1,CAR-08,8,437.56,286.69,0.2,3500.48,2800.38,2293.52,32.27,474.59,2,1,1
ORD-00000254,2023-02-28,CUST-014184,PROD-1663,WH-US-WEST-2,CAR-02,7,1656.46,854.57,0.1,11595.22,10435.7,5981.99,23.83,4429.88,4,4,0
ORD-00000255,2025-04-10,CUST-015146,PROD-1934,WH-APAC-TYO-1,CAR-01,4,1032.69,790.94,0.05,4130.76,3924.22,3163.76,46.09,714.37,7,8,0
ORD-00000256,2024-11-17,CUST-015177,PROD-0053,WH-US-CENT-1,CAR-03,10,127.22,84.96,0.0,1272.2,1272.2,849.6,46.82,375.78,2,2,0
ORD-00000257,2025-05-19,CUST-011448,PROD-1456,WH-APAC-MELB-1,CAR-04,5,1029.9,463.66,0.0,5149.5,5149.5,2318.3,8.51,2822.69,7,7,0
ORD-00000258,2024-05-13,CUST-013097,PROD-1555,WH-EU-CENT-1,CAR-05,10,170.87,132.73,0.0,1708.7,1708.7,1327.3,29.75,351.65,2,2,0
ORD-00000259,2023-01-13,CUST-012292,PROD-1984,WH-APAC-MELB-1,CAR-02,1,735.64,601.46,0.05,735.64,698.86,601.46,16.58,80.82,3,3,0
ORD-00000260,2024-08-24,CUST-017996,PROD-1449,WH-EU-CENT-1,CAR-02,10,1171.83,830.36,0.0,11718.3,11718.3,8303.6,23.28,3391.42,5,5,0
ORD-00000261,2024-03-13,CUST-010675,PROD-1218,WH-APAC-OSAK-1,CAR-03,11,177.01,99.0,0.1,1947.11,1752.4,1089.0,6.57,656.83,1,1,0
ORD-00000262,2025-02-09,CUST-013070,PROD-0006,WH-EU-WEST-1,CAR-07,5,845.69,690.76,0.05,4228.45,4017.03,3453.8,25.65,537.58,1,2,0
ORD-00000263,2025-04-25,CUST-020447,PROD-0206,WH-APAC-SING-1,CAR-08,10,1021.81,786.49,0.05,10218.1,9707.19,7864.9,19.94,1822.35,7,7,0
ORD-00000264,2023-08-26,CUST-005514,PROD-0530,WH-APAC-SING-1,CAR-04,6,251.24,204.08,0.05,1507.44,1432.07,1224.48,32.86,174.73,4,4,0
ORD-00000265,2023-08-31,CUST-008033,PROD-0186,WH-CA-EAST-1,CAR-03,4,1091.75,551.77,0.05,4367.0,4148.65,2207.08,13.09,1928.48,2,2,0
ORD-00000266,2024-06-18,CUST-021668,PROD-0992,WH-US-WEST-1,CAR-04,2,647.09,417.57,0.1,1294.18,1164.76,835.14,18.56,311.06,3,3,0
ORD-00000267,2025-03-01,CUST-022314,PROD-1832,WH-US-WEST-1,CAR-05,6,1291.36,897.11,0.0,7748.16,7748.16,5382.66,25.89,2339.61,4,3,1
ORD-00000268,2024-12-29,CUST-001402,PROD-0642,WH-US-EAST-1,CAR-07,6,1200.16,893.04,0.2,7200.96,5760.77,5358.24,27.15,375.38,4,4,0
ORD-00000269,2025-12-18,CUST-022576,PROD-1678,WH-UK-MANC-1,CAR-04,11,748.85,457.1,0.1,8237.35,7413.62,5028.1,27.77,2357.74,1,1,0
ORD-00000270,2024-07-23,CUST-017938,PROD-1508,WH-US-EAST-1,CAR-06,1,639.76,433.69,0.1,639.76,575.78,433.69,8.18,133.91,4,5,0
ORD-00000271,2025-01-02,CUST-006745,PROD-1345,WH-APAC-MELB-1,CAR-02,7,134.49,107.69,0.05,941.43,894.36,753.83,26.99,113.54,3,2,1
ORD-00000272,2023-05-17,CUST-011420,PROD-0966,WH-US-EAST-2,CAR-08,7,1165.96,732.69,0.0,8161.72,8161.72,5128.83,29.2,3003.69,4,4,0
ORD-00000273,2023-06-23,CUST-003571,PROD-1530,WH-US-EAST-2,CAR-05,3,97.42,61.44,0.05,292.26,277.65,184.32,24.81,68.52,1,1,0
ORD-00000274,2023-09-10,CUST-013321,PROD-1929,WH-US-EAST-2,CAR-03,6,624.56,344.88,0.05,3747.36,3559.99,2069.28,16.25,1474.46,4,4,0
ORD-00000275,2023-11-07,CUST-022680,PROD-1438,WH-US-EAST-2,CAR-02,8,33.95,17.29,0.1,271.6,244.44,138.32,40.91,65.21,2,3,0
ORD-00000276,2023-09-29,CUST-008852,PROD-1470,WH-US-EAST-2,CAR-08,3,969.46,476.1,0.1,2908.38,2617.54,1428.3,12.4,1176.84,7,6,1
ORD-00000277,2025-06-21,CUST-017349,PROD-0866,WH-UK-LOND-1,CAR-04,8,317.26,211.8,0.1,2538.08,2284.27,1694.4,8.06,581.81,4,5,0
ORD-00000278,2025-04-11,CUST-017372,PROD-0644,WH-CA-EAST-1,CAR-06,3,2046.72,926.96,0.15,6140.16,5219.14,2780.88,11.0,2427.26,1,0,1
ORD-00000279,2024-10-25,CUST-008805,PROD-0818,WH-APAC-TYO-1,CAR-03,1,601.46,358.35,0.0,601.46,601.46,358.35,45.19,197.92,3,3,0
ORD-00000280,2024-08-23,CUST-016296,PROD-0974,WH-US-EAST-2,CAR-03,6,492.28,329.58,0.1,2953.68,2658.31,1977.48,30.81,650.02,6,6,0
ORD-00000281,2024-03-06,CUST-007367,PROD-0102,WH-EU-CENT-1,CAR-08,10,1442.31,763.27,0.0,14423.1,14423.1,7632.7,29.93,6760.47,7,7,0
ORD-00000282,2023-07-29,CUST-018515,PROD-0232,WH-US-CENT-1,CAR-07,2,753.51,569.28,0.15,1507.02,1280.97,1138.56,34.68,107.73,5,5,0
ORD-00000283,2025-11-20,CUST-007222,PROD-0566,WH-APAC-OSAK-1,CAR-06,10,617.12,485.55,0.0,6171.2,6171.2,4855.5,26.28,1289.42,4,4,0
ORD-00000284,2024-08-01,CUST-014166,PROD-0716,WH-APAC-MELB-1,CAR-01,5,583.05,432.86,0.0,2915.25,2915.25,2164.3,32.32,718.63,5,4,1
ORD-00000285,2025-11-05,CUST-015954,PROD-0241,WH-EU-CENT-1,CAR-01,11,864.73,531.12,0.0,9512.03,9512.03,5842.32,45.34,3624.37,7,7,0
ORD-00000286,2023-11-01,CUST-011407,PROD-1181,WH-US-EAST-2,CAR-02,8,1609.44,734.87,0.05,12875.52,12231.74,5878.96,35.92,6316.86,7,8,0
ORD-00000287,2024-02-20,CUST-009469,PROD-0376,WH-UK-LOND-1,CAR-04,10,437.3,266.01,0.0,4373.0,4373.0,2660.1,46.41,1666.49,3,2,1
ORD-00000288,2023-10-08,CUST-004967,PROD-0431,WH-US-WEST-2,CAR-05,5,1081.71,823.72,0.0,5408.55,5408.55,4118.6,43.01,1246.94,7,8,0
ORD-00000289,2024-08-24,CUST-019891,PROD-1739,WH-APAC-SING-1,CAR-04,5,580.86,395.33,0.0,2904.3,2904.3,1976.65,41.4,886.25,2,2,0
ORD-00000290,2024-12-25,CUST-013765,PROD-1130,WH-APAC-OSAK-1,CAR-02,11,1049.97,753.25,0.2,11549.67,9239.74,8285.75,29.28,924.71,2,2,0
ORD-00000291,2025-02-08,CUST-007720,PROD-0229,WH-APAC-TYO-1,CAR-01,11,104.05,77.07,0.05,1144.55,1087.32,847.77,34.12,205.43,2,2,0
ORD-00000292,2023-07-06,CUST-008421,PROD-0693,WH-EU-CENT-1,CAR-03,6,583.98,317.86,0.1,3503.88,3153.49,1907.16,14.41,1231.92,2,2,0
ORD-00000293,2025-07-27,CUST-017403,PROD-0073,WH-CA-EAST-1,CAR-03,10,392.58,223.34,0.1,3925.8,3533.22,2233.4,32.23,1267.59,2,2,0
ORD-00000294,2024-04-04,CUST-009413,PROD-1379,WH-CA-EAST-1,CAR-03,5,1171.98,718.07,0.05,5859.9,5566.9,3590.35,21.57,1954.98,4,3,1
ORD-00000295,2023-11-10,CUST-021675,PROD-0277,WH-UK-MANC-1,CAR-06,10,894.18,480.89,0.05,8941.8,8494.71,4808.9,31.23,3654.58,5,5,0
ORD-00000296,2023-07-09,CUST-002880,PROD-1982,WH-US-WEST-1,CAR-04,11,323.1,241.0,0.0,3554.1,3554.1,2651.0,23.39,879.71,7,7,0
ORD-00000297,2023-07-16,CUST-014215,PROD-0981,WH-APAC-OSAK-1,CAR-02,7,274.16,177.71,0.0,1919.12,1919.12,1243.97,11.89,663.26,3,3,0
ORD-00000298,2024-10-28,CUST-006658,PROD-1355,WH-US-CENT-1,CAR-04,7,261.58,158.36,0.15,1831.06,1556.4,1108.52,44.4,403.48,7,7,0
ORD-00000299,2025-03-16,CUST-003358,PROD-0371,WH-US-WEST-2,CAR-03,7,1533.43,868.38,0.0,10734.01,10734.01,6078.66,28.2,4627.15,2,2,0
ORD-00000300,2024-06-14,CUST-014795,PROD-1719,WH-US-WEST-2,CAR-04,2,622.83,419.79,0.0,1245.66,1245.66,839.58,28.65,377.43,2,1,1
ORD-00000301,2024-10-28,CUST-016229,PROD-0309,WH-CA-EAST-1,CAR-07,8,403.28,269.67,0.0,3226.24,3226.24,2157.36,38.13,1030.75,2,2,0
ORD-00000302,2025-09-17,CUST-005735,PROD-1970,WH-APAC-OSAK-1,CAR-01,9,221.32,152.4,0.2,1991.88,1593.5,1371.6,20.15,201.75,6,6,0
ORD-00000303,2024-02-20,CUST-011297,PROD-1388,WH-US-EAST-1,CAR-02,7,892.3,638.62,0.1,6246.1,5621.49,4470.34,21.92,1129.23,4,3,1
ORD-00000304,2025-07-28,CUST-013065,PROD-0119,WH-US-EAST-1,CAR-05,10,20.17,13.22,0.1,201.7,181.53,132.2,10.79,38.54,2,3,0
ORD-00000305,2025-04-14,CUST-001547,PROD-0292,WH-US-WEST-1,CAR-01,8,395.02,295.32,0.0,3160.16,3160.16,2362.56,27.78,769.82,5,5,0
